<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2009.08.02	1.68610	1.70430	1.66520	1.66830	78522	0	20
2009.08.09	1.66820	1.67180	1.63920	1.65430	80748	0	20
2009.08.16	1.65050	1.66240	1.62760	1.65070	74818	0	20
2009.08.23	1.65040	1.65450	1.61540	1.62700	67241	0	20
2009.08.30	1.62670	1.64110	1.61130	1.63910	234772	0	20
2009.09.06	1.63930	1.67410	1.63220	1.66550	151541	0	20
2009.09.13	1.66840	1.66840	1.62300	1.62700	66100	0	20
2009.09.20	1.62160	1.64670	1.59160	1.59490	72042	0	20
2009.09.27	1.59670	1.61250	1.57700	1.59450	78826	0	20
2009.10.04	1.59270	1.61150	1.58250	1.58440	87383	0	20
2009.10.11	1.58560	1.63980	1.57080	1.63550	67984	0	20
2009.10.18	1.63130	1.66920	1.62410	1.63050	67279	0	20
2009.10.25	1.63170	1.66030	1.62510	1.64488	114938	0	20
2009.11.01	1.63928	1.66351	1.62617	1.66102	301324	0	15
2009.11.08	1.66460	1.68414	1.65148	1.66724	296304	0	15
2009.11.15	1.67101	1.68752	1.64598	1.65018	306248	0	19
2009.11.22	1.64757	1.67447	1.62711	1.64995	287796	0	18
2009.11.29	1.65251	1.67206	1.63799	1.64733	280301	0	15
2009.12.06	1.64628	1.65154	1.61669	1.62605	325452	0	16
2009.12.13	1.62210	1.64087	1.60497	1.61558	256421	0	20
2009.12.20	1.61163	1.61620	1.59195	1.59454	159318	0	20
2009.12.27	1.59442	1.62322	1.58294	1.61443	149296	0	20
2010.01.03	1.61210	1.62380	1.58961	1.60212	261752	0	20
2010.01.10	1.60585	1.63536	1.60585	1.62627	274240	0	20
2010.01.17	1.62700	1.64561	1.60777	1.61121	301328	0	20
2010.01.24	1.61060	1.62746	1.59781	1.59827	298304	0	20
2010.01.31	1.59464	1.60681	1.55582	1.56397	283289	0	20
2010.02.07	1.55973	1.57631	1.55340	1.56997	295536	0	20
2010.02.14	1.56651	1.58146	1.53501	1.54725	264532	0	20
2010.02.21	1.54547	1.55745	1.51518	1.52351	290388	0	15
2010.02.28	1.51539	1.52027	1.47838	1.51374	293490	0	15
2010.03.07	1.51311	1.52165	1.48721	1.52031	230288	0	17
2010.03.14	1.51758	1.53816	1.49771	1.50124	247550	0	15
2010.03.21	1.49935	1.51113	1.47983	1.48945	267394	0	18
2010.03.28	1.49540	1.52974	1.48913	1.52063	225022	0	18
2010.04.04	1.52658	1.53901	1.51282	1.53673	221877	0	15
2010.04.11	1.54378	1.55218	1.53356	1.53615	250281	0	17
2010.04.18	1.52906	1.54717	1.51912	1.53750	265208	0	18
2010.04.25	1.53860	1.54968	1.51251	1.52708	288786	0	15
2010.05.02	1.53120	1.53145	1.44751	1.48026	347894	0	15
2010.05.09	1.48384	1.50534	1.44949	1.45346	377439	0	15
2010.05.16	1.45244	1.45408	1.42323	1.44587	376362	0	20
2010.05.23	1.44651	1.46092	1.42584	1.44562	313868	0	19
2010.05.30	1.44308	1.47690	1.44266	1.44537	319194	1010950000	10
2010.06.06	1.44183	1.47578	1.43456	1.45500	348066	0	19
2010.06.13	1.45535	1.48852	1.45501	1.48223	334205	49735900000	11
2010.06.20	1.48575	1.50756	1.46866	1.50601	289027	0	15
2010.06.27	1.50538	1.52282	1.48730	1.51938	267585	0	14
2010.07.04	1.51940	1.52401	1.50500	1.50627	200732	0	8
2010.07.11	1.50617	1.54706	1.49478	1.52995	286036	75717770000	8
2010.07.18	1.52885	1.54484	1.51235	1.54253	231655	0	15
2010.07.25	1.54136	1.57200	1.54091	1.56878	217561	0	15
2010.08.01	1.57250	1.59970	1.56949	1.59406	190892	0	15
2010.08.08	1.59849	1.59930	1.55610	1.55897	215011	0	15
2010.08.15	1.55880	1.57011	1.54644	1.55325	222909	0	15
2010.08.22	1.55384	1.56169	1.53718	1.55274	215552	0	15
2010.08.29	1.55343	1.55753	1.53264	1.54480	163788	0	15
2010.09.05	1.54445	1.55320	1.52964	1.53557	175655	0	15
2010.09.12	1.53540	1.57279	1.53475	1.56304	218154	0	15
2010.09.19	1.56560	1.58421	1.55030	1.58228	193600	0	15
2010.09.26	1.58210	1.59214	1.56688	1.58189	235590	0	15
2010.10.03	1.58040	1.60166	1.57479	1.59550	246725	0	15
2010.10.10	1.59520	1.61054	1.57546	1.59901	220894	0	15
2010.10.17	1.59809	1.60022	1.56494	1.56799	265135	0	18
2010.10.24	1.56636	1.60442	1.56633	1.60384	339699	0	10
2010.10.31	1.60438	1.62980	1.59609	1.61809	363474	0	15
2010.11.07	1.61877	1.62126	1.59528	1.61123	407150	0	15
2010.11.14	1.61253	1.61531	1.58388	1.59784	413889	0	15
2010.11.21	1.60009	1.60833	1.55761	1.55903	446485	0	15
2010.11.28	1.55994	1.57866	1.54842	1.57736	494522	0	15
2010.12.05	1.57672	1.58608	1.56550	1.58004	455484	0	17
2010.12.12	1.57980	1.59096	1.54540	1.55314	426838	0	7
2010.12.19	1.55144	1.55754	1.53556	1.54430	345949	0	15
2010.12.26	1.54386	1.56643	1.53446	1.56092	326780	0	15
2011.01.02	1.55431	1.56448	1.54057	1.55457	428831	0	15
2011.01.09	1.55354	1.58876	1.54746	1.58667	449711	0	15
2011.01.16	1.58734	1.60577	1.58347	1.59981	466797	0	14
2011.01.23	1.59937	1.60152	1.57509	1.58592	491855	0	7
2011.01.30	1.58319	1.62767	1.58213	1.61089	447858	0	15
2011.02.06	1.60966	1.61842	1.59626	1.60049	322992	0	15
2011.02.13	1.60038	1.62614	1.59808	1.62521	378164	0	15
2011.02.20	1.62420	1.62719	1.60305	1.61162	405142	0	15
2011.02.27	1.60826	1.63430	1.60705	1.62666	404878	0	10
2011.03.06	1.62758	1.63401	1.59766	1.60784	386920	0	15
2011.03.13	1.60827	1.62525	1.59780	1.62323	470782	0	15
2011.03.20	1.62287	1.64001	1.60062	1.60398	398701	0	15
2011.03.27	1.60075	1.61498	1.59357	1.61085	381412	0	15
2011.04.03	1.61092	1.64267	1.60912	1.63794	358754	0	15
2011.04.10	1.63727	1.64249	1.62268	1.63236	370367	0	15
2011.04.17	1.63188	1.65984	1.61661	1.65061	339152	0	15
2011.04.24	1.65169	1.67449	1.64311	1.67030	366939	10714850000	8
2011.05.01	1.67070	1.67371	1.63542	1.63618	412971	0	15
2011.05.08	1.63746	1.65154	1.61471	1.61927	381773	0	15
2011.05.15	1.61758	1.63045	1.61052	1.62285	190395	0	8
2011.05.22	1.62208	1.65118	1.60335	1.65056	288178	0	8
2011.05.29	1.64820	1.65461	1.62869	1.64237	356338	0	15
2011.06.05	1.64243	1.64705	1.62192	1.62224	280780	0	15
2011.06.12	1.62349	1.64409	1.60776	1.61613	416598	0	15
2011.06.19	1.61608	1.62610	1.59375	1.59570	426235	0	15
2011.06.26	1.59610	1.61176	1.59116	1.60681	408949	0	15
2011.07.03	1.60605	1.61391	1.59307	1.60568	398762	0	15
2011.07.10	1.60299	1.61925	1.57807	1.61322	478735	0	15
2011.07.17	1.61174	1.63383	1.60047	1.62973	464826	0	10
2011.07.24	1.63304	1.64695	1.62609	1.64192	399260	16105772000	8
2011.07.31	1.63904	1.64745	1.62233	1.63890	473837	21883369000	8
2011.08.07	1.64539	1.64704	1.61101	1.62748	568278	0	9
2011.08.14	1.62865	1.66174	1.62546	1.64624	474724	0	10
2011.08.21	1.64724	1.65700	1.62078	1.63667	436972	0	4
2011.08.28	1.63396	1.64339	1.61314	1.62148	409953	164213610001	8
2011.09.04	1.61707	1.61852	1.58435	1.58782	501215	0	15
2011.09.11	1.58301	1.58853	1.57065	1.57868	519111	0	9
2011.09.18	1.57159	1.57546	1.53271	1.54459	535201	0	8
2011.09.25	1.54742	1.57146	1.54319	1.55793	539934	0	7
2011.10.02	1.55717	1.56450	1.52721	1.55575	577239	0	4
2011.10.09	1.55537	1.58508	1.55263	1.58170	508915	0	12
2011.10.16	1.58184	1.59728	1.56314	1.59459	541165	0	15
2011.10.23	1.59424	1.61504	1.58906	1.61275	534143	0	9
2011.10.30	1.61302	1.61641	1.58770	1.60308	548731	0	15
2011.11.06	1.60547	1.61291	1.58680	1.60679	483359	0	15
2011.11.13	1.60703	1.60896	1.56905	1.58026	513588	0	8
2011.11.20	1.57826	1.57832	1.54228	1.54330	468891	0	9
2011.11.27	1.54894	1.57787	1.54583	1.55945	451415	0	9
2011.12.04	1.56028	1.57679	1.55610	1.56654	434844	0	4
2011.12.11	1.56448	1.56566	1.54087	1.55421	428559	0	9
2011.12.18	1.55235	1.57731	1.54645	1.55841	341276	0	4
2011.12.25	1.56266	1.56899	1.53616	1.55366	304109	0	15
2012.01.01	1.54937	1.56687	1.53751	1.54243	376095	0	15
2012.01.08	1.54151	1.54995	1.52358	1.53156	410571	0	4
2012.01.15	1.52944	1.55765	1.52818	1.55737	400435	0	4
2012.01.22	1.55401	1.57392	1.55161	1.57269	401317	0	4
2012.01.29	1.57253	1.58821	1.56534	1.58107	415493	0	4
2012.02.05	1.58193	1.59277	1.57294	1.57525	425833	0	15
2012.02.12	1.57904	1.58612	1.56445	1.58330	406244	0	15
2012.02.19	1.58615	1.58983	1.56480	1.58711	368262	0	9
2012.02.26	1.58919	1.59908	1.57992	1.58322	368405	0	15
2012.03.04	1.58317	1.58809	1.56618	1.56720	318326	0	14
2012.03.11	1.56662	1.58601	1.56024	1.58398	321596	0	15
2012.03.18	1.58440	1.59222	1.57690	1.58663	314763	0	15
2012.03.25	1.58712	1.60357	1.58008	1.60061	336345	0	9
2012.04.01	1.60062	1.60617	1.58042	1.58645	328066	0	9
2012.04.08	1.58895	1.59835	1.58088	1.58444	333163	0	10
2012.04.15	1.58501	1.61483	1.58180	1.61215	344094	0	10
2012.04.22	1.61260	1.62793	1.60759	1.62594	313947	0	10
2012.04.29	1.62735	1.63006	1.61408	1.61470	288155	0	10
2012.05.06	1.61501	1.61975	1.60611	1.60656	338761	0	10
2012.05.13	1.60656	1.61219	1.57322	1.58146	349753	0	10
2012.05.20	1.58104	1.58474	1.56298	1.56641	377400	0	4
2012.05.27	1.56790	1.57161	1.52677	1.53591	442326	0	10
2012.06.03	1.53722	1.55999	1.53213	1.54682	447548	0	10
2012.06.10	1.55203	1.57263	1.54537	1.57111	437923	0	10
2012.06.17	1.57370	1.57764	1.55563	1.55825	460140	0	10
2012.06.24	1.55831	1.57143	1.54843	1.57040	387203	0	10
2012.07.01	1.56956	1.57207	1.54605	1.54887	340734	0	10
2012.07.08	1.54758	1.55797	1.53927	1.55741	324497	0	10
2012.07.15	1.55812	1.57351	1.55164	1.56195	335646	0	10
2012.07.22	1.56049	1.57668	1.54581	1.57439	385250	0	10
2012.07.29	1.57331	1.57395	1.54898	1.56371	359609	0	4
2012.08.05	1.56362	1.57001	1.55453	1.56873	337365	0	10
2012.08.12	1.56759	1.57437	1.56353	1.56935	302201	0	10
2012.08.19	1.56968	1.59113	1.56772	1.58089	304358	0	10
2012.08.26	1.58138	1.58940	1.57534	1.58636	248533	0	10
2012.09.02	1.58808	1.60333	1.58258	1.60075	303045	0	10
2012.09.09	1.60109	1.62541	1.59582	1.62143	330437	0	10
2012.09.16	1.62275	1.63086	1.61627	1.62286	343524	0	10
2012.09.23	1.62427	1.62714	1.61123	1.61638	360829	0	10
2012.09.30	1.61544	1.62161	1.60661	1.61341	341203	0	4
2012.10.07	1.61362	1.61384	1.59759	1.60673	312920	0	4
2012.10.14	1.60769	1.61777	1.59965	1.59993	284621	0	10
2012.10.21	1.60064	1.61427	1.59126	1.61027	278493	0	6
2012.10.28	1.60845	1.61743	1.60058	1.60208	213208	0	3
2012.11.04	1.60196	1.60419	1.58873	1.58938	285409	0	4
2012.11.11	1.59026	1.59149	1.58274	1.58792	265803	0	9
2012.11.18	1.58898	1.60504	1.58827	1.60252	250757	0	10
2012.11.25	1.60235	1.60617	1.59618	1.60107	274447	0	4
2012.12.02	1.60221	1.61303	1.60016	1.60374	267899	0	4
2012.12.09	1.60335	1.61768	1.60130	1.61718	252162	0	4
2012.12.16	1.61796	1.63061	1.61512	1.61686	264708	0	5
2012.12.23	1.61569	1.62055	1.60662	1.61455	172644	0	4
2012.12.30	1.61644	1.63806	1.60099	1.60678	209591	0	2
2013.01.06	1.60770	1.61761	1.59925	1.61271	251491	0	6
2013.01.13	1.61277	1.61542	1.58540	1.58660	291293	0	2
2013.01.20	1.58528	1.58932	1.57453	1.57955	272075	0	6
2013.01.27	1.57777	1.58782	1.56742	1.56913	274496	0	6
2013.02.03	1.57036	1.58430	1.56303	1.57969	283202	0	6
2013.02.10	1.57896	1.58094	1.54622	1.55162	251011	0	5
2013.02.17	1.54990	1.55076	1.51305	1.51605	166279	0	6
2013.02.24	1.51072	1.52216	1.49857	1.50365	192618	0	6
2013.03.03	1.50302	1.51982	1.48864	1.49222	141267	0	1
2013.03.10	1.49077	1.51762	1.48287	1.51128	218943	0	1
2013.03.17	1.51099	1.52474	1.50267	1.52269	259854	0	1
2013.03.24	1.52344	1.52599	1.50925	1.51958	215230	0	1
2013.03.31	1.51970	1.53630	1.50332	1.53357	204368	0	1
2013.04.07	1.53294	1.54113	1.52386	1.53393	220013	0	1
2013.04.14	1.53381	1.53844	1.52164	1.52288	260079	0	1
2013.04.21	1.52311	1.54984	1.51963	1.54746	215919	0	1
2013.04.28	1.54835	1.56051	1.54675	1.55683	200719	0	1
2013.05.05	1.55658	1.55976	1.53139	1.53579	196853	0	1
2013.05.12	1.53552	1.53845	1.51580	1.51666	240230	0	1
2013.05.19	1.51860	1.52807	1.50138	1.51195	271424	0	1
2013.05.26	1.51295	1.52393	1.50081	1.51938	292091	0	5
2013.06.02	1.51975	1.56833	1.51919	1.55552	321015	0	5
2013.06.09	1.55159	1.57360	1.54947	1.57008	287699	0	5
2013.06.16	1.57109	1.57510	1.53680	1.54144	309776	0	5
2013.06.23	1.53939	1.54771	1.51654	1.52112	282452	0	5
2013.06.30	1.52068	1.53042	1.48595	1.48827	276055	0	5
2013.07.07	1.48777	1.52219	1.48133	1.51036	312762	0	1
2013.07.14	1.51083	1.52816	1.50274	1.52590	261420	0	1
2013.07.21	1.52611	1.54351	1.52574	1.53779	234838	0	1
2013.07.28	1.53839	1.54134	1.51024	1.52863	255736	0	1
2013.08.04	1.52828	1.55740	1.52048	1.54966	237852	0	1
2013.08.11	1.55027	1.56564	1.54220	1.56223	236115	0	1
2013.08.18	1.56296	1.57170	1.55385	1.55662	229661	0	1
2013.08.25	1.55752	1.56117	1.54280	1.54912	201340	0	1
2013.09.01	1.55180	1.56808	1.55054	1.56266	180111	0	1
2013.09.08	1.56275	1.58844	1.56258	1.58729	173649	0	1
2013.09.15	1.59318	1.61624	1.58857	1.60016	194008	0	1
2013.09.22	1.59987	1.61466	1.59550	1.61366	183894	0	1
2013.09.29	1.61419	1.62599	1.60054	1.60055	195545	0	1
2013.10.06	1.60253	1.61237	1.59137	1.59459	173184	0	1
2013.10.13	1.59668	1.62247	1.58938	1.61638	173046	0	1
2013.10.20	1.61712	1.62562	1.61154	1.61619	169528	0	1
2013.10.27	1.61729	1.62079	1.59086	1.59214	193409	0	1
2013.11.03	1.59270	1.61175	1.59032	1.60126	182308	0	1
2013.11.10	1.60072	1.61340	1.58539	1.61142	191725	0	1
2013.11.17	1.61197	1.62252	1.60593	1.62212	202933	0	1
2013.11.24	1.62351	1.63841	1.61333	1.63611	174347	0	1
2013.12.01	1.63739	1.64423	1.62916	1.63454	214980	0	1
2013.12.08	1.63460	1.64652	1.62623	1.62914	178127	0	1
2013.12.15	1.63055	1.64841	1.62175	1.63279	194636	0	1
2013.12.22	1.63273	1.65775	1.63215	1.64787	108748	0	1
2013.12.29	1.64883	1.66030	1.63952	1.64151	157068	0	1
2014.01.05	1.64109	1.65169	1.63374	1.64784	180480	0	1
2014.01.12	1.64867	1.65078	1.63090	1.64226	188751	0	1
2014.01.19	1.64148	1.66680	1.63953	1.64768	185926	0	1
2014.01.26	1.64754	1.66250	1.64271	1.64343	200066	0	1
2014.02.02	1.64296	1.64407	1.62519	1.64101	225697	0	1
2014.02.09	1.64080	1.67555	1.63829	1.67466	184380	0	1
2014.02.16	1.67579	1.68223	1.66125	1.66145	190337	0	1
2014.02.23	1.66323	1.67684	1.65831	1.67398	198788	0	1
2014.03.02	1.67414	1.67855	1.66403	1.67114	206202	0	1
2014.03.09	1.67210	1.67410	1.65681	1.66464	349892	0	1
2014.03.16	1.66344	1.66657	1.64752	1.64852	326235	0	1
2014.03.23	1.64853	1.66511	1.64652	1.66378	351611	0	1
2014.03.30	1.66422	1.66837	1.65536	1.65712	339377	0	1
2014.04.06	1.65713	1.68201	1.65654	1.67304	249548	0	1
2014.04.13	1.67369	1.68417	1.66600	1.67886	186381	0	1
2014.04.20	1.68009	1.68390	1.67623	1.67977	169563	0	1
2014.04.27	1.68025	1.69006	1.67772	1.68741	130832	0	1
2014.05.04	1.69310	1.69379	1.68317	1.68472	42832	0	1
2014.05.11	1.68469	1.69029	1.67316	1.68100	210831	0	1
2014.05.18	1.68227	1.69201	1.68019	1.68300	171787	0	1
2014.05.25	1.68337	1.68816	1.66925	1.67505	153132	0	1
2014.06.01	1.67599	1.68454	1.66988	1.67997	221643	0	1
2014.06.08	1.68083	1.69913	1.67378	1.69634	216974	0	1
2014.06.15	1.69752	1.70626	1.69195	1.70138	222219	0	1
2014.06.22	1.70210	1.70512	1.69521	1.70312	194544	0	1
2014.06.29	1.70341	1.71789	1.70085	1.71595	108006	0	1
2014.07.06	1.71625	1.71669	1.70849	1.71098	154148	0	1
2014.07.13	1.71206	1.71898	1.70360	1.70760	279063	0	1
2014.07.20	1.70810	1.70989	1.69607	1.69734	271442	0	1
2014.07.27	1.69762	1.70007	1.68027	1.68215	278356	0	1
2014.08.03	1.68237	1.68883	1.67663	1.67685	264453	0	6
2014.08.10	1.67736	1.68445	1.66571	1.66861	232979	0	6
2014.08.17	1.67152	1.67371	1.65609	1.65649	250894	0	2
2014.08.24	1.65417	1.66132	1.65366	1.65971	283329	0	1
2014.08.31	1.65895	1.66435	1.62806	1.63262	329540	0	1
2014.09.07	1.61865	1.62770	1.60520	1.62630	450838	0	1
2014.09.14	1.62698	1.65244	1.61621	1.62876	441159	0	1
2014.09.21	1.62905	1.64156	1.62379	1.62416	406559	0	1
2014.09.28	1.62383	1.62873	1.59518	1.59672	385890	0	1
2014.10.05	1.59683	1.62268	1.59542	1.60756	393996	0	1
2014.10.12	1.60681	1.61267	1.58750	1.60915	467448	0	1
2014.10.19	1.60935	1.61838	1.59940	1.60832	365962	0	5
2014.10.26	1.60927	1.61820	1.59414	1.59930	381971	0	1
2014.11.02	1.59725	1.60212	1.57893	1.58700	502182	0	1
2014.11.09	1.58809	1.59441	1.55926	1.56672	460892	0	1
2014.11.16	1.56657	1.57367	1.55897	1.56553	392653	0	1
2014.11.23	1.56361	1.58255	1.56137	1.56389	342876	23109600000	1
2014.11.30	1.56405	1.57634	1.55685	1.55763	342616	0	1
2014.12.07	1.55576	1.57566	1.55411	1.57159	329739	342186346000	1
2014.12.14	1.57144	1.57852	1.55408	1.56167	335019	364528403000	1
2014.12.21	1.56251	1.56651	1.54854	1.55499	634703	754299114000	1
2014.12.28	1.55588	1.56202	1.53242	1.53244	233411	176857868000	1
2015.01.04	1.52995	1.53184	1.50336	1.51571	525457	0	10
2015.01.11	1.51768	1.52678	1.50745	1.51450	570994	0	9
2015.01.18	1.51274	1.52114	1.49503	1.49876	260238	0	8
2015.01.25	1.50079	1.52227	1.49858	1.50619	295136	16422778000	1
2015.02.01	1.50933	1.53516	1.49883	1.52250	389410	0	2
2015.02.08	1.52265	1.54215	1.51959	1.53928	372339	0	6
2015.02.15	1.54178	1.54777	1.53156	1.53983	368799	0	1
2015.02.22	1.53953	1.55516	1.53321	1.54365	334562	0	7
2015.03.01	1.54151	1.54281	1.50314	1.50333	329041	0	6
2015.03.08	1.50345	1.51366	1.46988	1.47397	421796	0	5
2015.03.15	1.47342	1.51648	1.46347	1.49450	469133	0	1
2015.03.22	1.49723	1.49933	1.47959	1.48700	448386	0	6
2015.03.29	1.48826	1.49445	1.47390	1.49179	367130	0	4
2015.04.05	1.49179	1.49806	1.45865	1.46310	345797	0	4
2015.04.12	1.46310	1.50527	1.45650	1.49595	420899	0	4
2015.04.19	1.49595	1.51868	1.48557	1.51855	480551	0	2
2015.04.26	1.51747	1.54977	1.51065	1.51473	584618	0	2
2015.05.03	1.51432	1.55207	1.50897	1.54426	191059	0	1
2015.05.10	1.54484	1.58139	1.53925	1.57271	434938	0	7
2015.05.17	1.57384	1.57446	1.54451	1.54957	562095	0	1
2015.05.24	1.54759	1.55069	1.52356	1.52842	536770	0	6
2015.05.31	1.52923	1.54405	1.51695	1.52711	640133	0	1
2015.06.07	1.52691	1.55975	1.52207	1.55571	776319	0	1
2015.06.14	1.55485	1.59292	1.54870	1.58760	707408	0	1
2015.06.21	1.58714	1.59093	1.56667	1.57455	662242	0	8
2015.06.28	1.56960	1.57878	1.55556	1.55773	718529	0	4
2015.07.05	1.55417	1.56278	1.53297	1.55129	719056	0	5
2015.07.12	1.55028	1.56744	1.54502	1.56054	673693	0	5
2015.07.19	1.56002	1.56701	1.54663	1.55127	817052	206373944000	5
2015.07.26	1.55090	1.56891	1.54902	1.56201	762690	667201687000	5
2015.08.02	1.56289	1.56507	1.54243	1.54958	777367	717422221000	8
2015.08.09	1.54841	1.56594	1.54579	1.56407	603180	505363249000	4
2015.08.16	1.56507	1.57228	1.55617	1.56853	739846	678736357000	10
2015.08.23	1.56764	1.58186	1.53348	1.53897	913880	742228764000	10
2015.08.30	1.54104	1.54363	1.51643	1.51675	640894	600208865000	8
2015.09.06	1.51752	1.54756	1.51707	1.54270	627961	580785363000	9
2015.09.13	1.54263	1.56579	1.53293	1.55243	586018	572274107000	4
2015.09.20	1.55230	1.55674	1.51349	1.51773	637746	620714436000	10
2015.09.27	1.51909	1.52406	1.51064	1.51768	619487	579244753000	6
2015.10.04	1.51871	1.53828	1.51361	1.53238	619746	608762667000	5
2015.10.11	1.53039	1.55081	1.51998	1.54357	607575	593839148000	4
2015.10.18	1.54304	1.55088	1.53056	1.53120	594239	599164086000	11
2015.10.25	1.53078	1.54673	1.52418	1.54275	588357	571109274000	4
2015.11.01	1.54449	1.54971	1.50268	1.50430	604197	578617740000	11
2015.11.08	1.50396	1.52648	1.50381	1.52299	616471	616638629000	9
2015.11.15	1.52242	1.53351	1.51540	1.51892	595195	560058175000	11
2015.11.22	1.51694	1.51957	1.50294	1.50331	609205	586700694000	8
2015.11.29	1.50317	1.51586	1.48945	1.51049	675508	674465322000	11
2015.12.06	1.51065	1.52391	1.49562	1.52226	644454	629186380000	11
2015.12.13	1.52245	1.52300	1.48645	1.48867	681133	642168325000	11
2015.12.20	1.48905	1.49438	1.48050	1.49406	404551	365995045000	7
2015.12.27	1.49008	1.49339	1.47313	1.47317	344023	312176249000	11
2016.01.03	1.47306	1.48152	1.45056	1.45156	715042	656878040000	11
2016.01.10	1.45144	1.46040	1.42511	1.42543	688397	646232431000	2
2016.01.17	1.42472	1.43620	1.40790	1.42645	748579	733066463000	4
2016.01.24	1.42604	1.44128	1.41490	1.42422	792715	762946179000	5
2016.01.31	1.42384	1.46679	1.42276	1.45001	782869	681124159000	10
2016.02.07	1.44787	1.45778	1.43507	1.44921	975321	992971462000	11
2016.02.14	1.44888	1.45349	1.42348	1.44026	835555	834939543000	11
2016.02.21	1.42607	1.43059	1.38534	1.38594	905386	922929730000	11
2016.02.28	1.38557	1.42479	1.38351	1.42293	894006	900707553000	4
2016.03.06	1.42148	1.44361	1.41173	1.43791	720043	669281275000	11
2016.03.13	1.43730	1.45139	1.40526	1.44697	685885	665674288000	11
2016.03.20	1.44595	1.44673	1.40567	1.41238	519675	491432634000	11
2016.03.27	1.41300	1.44586	1.41197	1.42255	693575	746408557000	11
2016.04.03	1.42182	1.43211	1.40047	1.41139	746462	821307231000	11
2016.04.10	1.41137	1.43477	1.40899	1.41981	718049	827118347000	11
2016.04.17	1.41890	1.44512	1.41306	1.43955	712892	690673567000	11
2016.04.24	1.44579	1.46706	1.44023	1.46102	776406	791389064000	4
2016.05.01	1.45863	1.47691	1.44144	1.44247	770014	842820057000	11
2016.05.08	1.44121	1.45304	1.43398	1.43584	667231	745620890000	11
2016.05.15	1.43468	1.46631	1.43318	1.45037	702489	819816236000	11
2016.05.22	1.44975	1.47391	1.44417	1.46182	697965	802409173000	11
2016.05.29	1.46060	1.47241	1.43855	1.45140	725018	824341562000	11
2016.06.05	1.44670	1.46593	1.41793	1.42512	726265	828694280000	11
2016.06.12	1.42556	1.43872	1.40122	1.43558	818016	878619713000	11
2016.06.19	1.44657	1.50171	1.32290	1.36303	952512	1040588452000	11
2016.06.26	1.34226	1.35329	1.31197	1.32600	803847	876099509000	11
2016.07.03	1.32403	1.33402	1.27950	1.29444	725779	772645924000	11
2016.07.10	1.29448	1.34801	1.28499	1.31857	847913	879971942000	11
2016.07.17	1.31857	1.33144	1.30641	1.31086	725608	826605292000	11
2016.07.24	1.31413	1.33011	1.30564	1.32224	576795	538728202000	11
2016.07.31	1.32190	1.33712	1.30206	1.30646	578273	458058295000	11
2016.08.07	1.30711	1.30960	1.29023	1.29167	506837	513169474000	11
2016.08.14	1.29195	1.31843	1.28650	1.30723	552148	530538330000	11
2016.08.21	1.30478	1.32786	1.30338	1.31270	534037	502360185000	11
2016.08.28	1.31183	1.33518	1.30586	1.32895	559123	482545384000	11
2016.09.04	1.32921	1.34445	1.32386	1.32637	549585	448851086000	11
2016.09.11	1.32610	1.33465	1.29955	1.29955	634453	554405359000	11
2016.09.18	1.29988	1.31204	1.29145	1.29594	630515	550670152000	11
2016.09.25	1.29637	1.30574	1.29156	1.29735	635290	532244545000	11
2016.10.02	1.29171	1.29459	1.14754	1.24235	774091	585164636000	11
2016.10.09	1.23946	1.24434	1.20892	1.21680	790129	565646015000	11
2016.10.16	1.21559	1.23318	1.21350	1.22270	577283	385256340000	11
2016.10.23	1.22197	1.22708	1.20817	1.21686	617713	411930058000	11
2016.10.30	1.21868	1.25568	1.21431	1.25090	678090	519861159000	11
2016.11.06	1.24558	1.26730	1.23525	1.25773	830793	625305853000	11
2016.11.13	1.25603	1.25898	1.23015	1.23337	822235	635647349000	11
2016.11.20	1.23419	1.25120	1.23118	1.24673	805535	672526613000	11
2016.11.27	1.24555	1.27362	1.23851	1.27203	672909	435370005000	11
2016.12.04	1.26776	1.27742	1.25478	1.25656	541763	284344964000	11
2016.12.11	1.25783	1.27275	1.23758	1.24847	645348	325475315000	11
2016.12.18	1.24754	1.25014	1.22282	1.22501	525642	308912155000	11
2016.12.25	1.22818	1.23877	1.19594	1.23245	435043	282851882000	11
2017.01.01	1.23260	1.24318	1.21988	1.22799	616741	400839780000	11
2017.01.08	1.22484	1.23160	1.20374	1.21713	744160	429545432000	11
2017.01.15	1.19905	1.24151	1.19864	1.23701	831785	477948588000	11
2017.01.22	1.23717	1.26731	1.23684	1.25448	764560	468620865000	11
2017.01.29	1.25768	1.27057	1.24118	1.24774	747357	482611800000	11
2017.02.05	1.24838	1.25817	1.23463	1.24773	675905	434276293000	11
2017.02.12	1.24655	1.25477	1.23825	1.24017	662349	473278450000	11
2017.02.19	1.24014	1.25692	1.24009	1.24493	605198	429895053000	11
2017.02.26	1.24672	1.24784	1.22137	1.22857	619527	426963024000	11
2017.03.05	1.22787	1.23001	1.21333	1.21527	629860	457972956000	11
2017.03.12	1.21690	1.24044	1.21087	1.23893	666427	464374853000	11
2017.03.19	1.23882	1.25307	1.23345	1.24595	597453	423774768000	11
2017.03.26	1.24895	1.26148	1.23761	1.25342	601089	449814625000	11
